FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,activite_statut,activite_categorie,toilette_type,service,source_file,terrain,operateur,lon,lat,region_key,commune_key,nom
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b15,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5246633333333335,6.344506666666666,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b16,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5304016666666664,6.249278333333333,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b17,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5277716666666667,6.3338816666666675,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b18,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5253333333333337,6.342281666666666,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b19,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5190083333333333,6.238828333333333,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b1a,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5273916666666665,6.342103333333333,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b1b,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5310550000000003,6.329865000000001,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b1c,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.527831666666667,6.329466666666667,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b1d,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5173166666666664,6.238365000000001,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b1e,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5159366666666667,6.238113333333333,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b1f,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5147249999999999,6.237841666666666,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b20,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5145283333333333,6.235626666666667,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b21,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5359916666666669,6.335580000000001,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b22,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5345483333333334,6.341984999999999,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b23,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.534228333333333,6.342203333333333,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b24,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5139566666666666,6.237744999999999,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b25,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5387666666666666,6.3512483333333325,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b26,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5374183333333336,6.3479600000000005,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b27,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5069216666666667,6.237073333333332,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b28,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5300749999999999,6.3421400000000006,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b29,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4809516666666667,6.233816666666667,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b2a,Kara,Kozah,Kozah 1,Commune De Kara,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1949166666666666,9.553048333333333,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b2b,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5302533333333335,6.344454999999999,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b2c,Maritime,Lacs,Lacs 3,Agbodrafo,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5136590775110517,6.221976540003114,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b2d,Kara,Kozah,Kozah 1,Soumdina,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2882233333333335,9.658816666666667,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b2e,Maritime,Vo,Vo 1,Vo-Koutimé,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5670749999999998,6.379011666666666,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b2f,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5231933333333334,6.341258333333333,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b30,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5231050000000002,6.341451666666668,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b31,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5262583333333333,6.337283333333333,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b32,Maritime,Vo,Vo 3,Dzrékpo,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5601699999999998,6.378455000000001,MARITIME,VO3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b33,Kara,Kozah,Kozah 2,Bohou,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2055082159562822,9.641811399407466,KARA,KOZAH2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b34,Kara,Kozah,Kozah 1,Commune De Kara,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1966133333333335,9.585138333333333,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b35,Maritime,Lacs,Lacs 1,Glidji,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5990566666666666,6.248815,MARITIME,LACS1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b36,Maritime,Lacs,Lacs 3,Agbodrafo,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4797175373553744,6.209675585778426,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b37,Kara,Kozah,Kozah 2,Bohou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.205445807785095,9.641879602685458,KARA,KOZAH2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b38,Maritime,Lacs,Lacs 3,Agbodrafo,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4795216666666666,6.2091216666666655,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b39,Kara,Kozah,Kozah 1,Landa,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2818333333333332,9.667501666666668,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b3a,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5246066666666669,6.348673333333333,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b3b,Maritime,Lacs,Lacs 1,Glidji,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5960733333333332,6.250659999999999,MARITIME,LACS1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b3c,Maritime,Lacs,Lacs 3,Agbodrafo,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4794108751894346,6.207860035592998,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b3d,Kara,Kozah,Kozah 1,Commune De Kara,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.19719,9.588551666666666,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b3e,Kara,Kozah,Kozah 1,Landa,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2793716666666666,9.669655,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b3f,Kara,Kozah,Kozah 2,Bohou,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2141294740725517,9.62813820899392,KARA,KOZAH2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b40,Maritime,Lacs,Lacs 1,Canton D’Aneho,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.6125825620672267,6.239090237086515,MARITIME,LACS1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b41,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5247183333333334,6.327435,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b42,Kara,Kozah,Kozah 1,Landa,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2767236852017871,9.6720315903993,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b43,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5230483333333336,6.326538333333334,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b44,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4179166666666667,6.198283333333334,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b45,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2032733333333332,9.659333333333333,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b46,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4168174627735637,6.202248195526504,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b47,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2318673126790998,9.60491287620392,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b48,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5264383333333331,6.3232566666666665,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b49,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5253716666666666,6.34612,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b4a,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.38591,6.180323333333333,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b4b,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2364220600160285,9.60447300803842,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b4c,Maritime,Lacs,Lacs 3,Agbodrafo,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4833462261293031,6.205903878757696,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b4d,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2373959947384026,9.604176728643697,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b4e,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.420235,6.2060249999999995,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b4f,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5276783333333332,6.3463199999999995,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b50,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2376208145573533,9.603747158354771,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b51,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.20327054170659,9.659308782420174,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b52,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5287733333333335,6.344995,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b53,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5266316666666668,6.332275,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b54,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2388287576214425,9.603147053652677,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b55,Maritime,Lacs,Lacs 1,Canton D’Aneho,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.612261666666667,6.240003333333334,MARITIME,LACS1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b56,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.204081718341609,9.656872057847556,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b57,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5262583333333333,6.333256666666667,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b58,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2040063402045735,9.660092309912635,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b59,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2405316666666666,9.606138333333332,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b5a,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.3838745570166653,6.180761596217011,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b5b,Maritime,Lacs,Lacs 3,Agbodrafo,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4840883333333332,6.206658333333333,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b5c,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5302216666666666,6.345045000000001,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b5d,Kara,Kozah,Kozah 1,Landa,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2694416666666666,9.676136666666668,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b5e,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.393407191259085,6.1854502085336724,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b5f,Maritime,Lacs,Lacs 3,Agbodrafo,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4654936226722224,6.207461177919237,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b60,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4212150000000001,6.208798333333334,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b61,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5307716666666669,6.345666666666667,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b62,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.3848683333333334,6.18187,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b63,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.3839878485425599,6.1836997460954874,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b64,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.210603091673795,9.659815898216648,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b65,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.436058858777113,6.212393093322749,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b66,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.52378,6.334128333333333,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b67,Maritime,Lacs,Lacs 4,Anfoin,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.607934236604354,6.328956019257858,MARITIME,LACS4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b68,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5309866666666665,6.345066666666666,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b69,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4351425374787667,6.212263463090478,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b6a,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2440383333333334,9.613576666666667,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b6b,Maritime,Lacs,Lacs 1,Glidji,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.61658,6.24656,MARITIME,LACS1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b6c,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2139016666666667,9.657153333333333,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b6d,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.383645,6.184965,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b6e,Kara,Kozah,Kozah 1,Landa,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2684097154114315,9.668866119125209,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b6f,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4361433852606809,6.2169280031162275,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b70,Maritime,Lacs,Lacs 1,Glidji,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.6187356878927548,6.246357827620705,MARITIME,LACS1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b71,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2148734541631026,9.656901148341511,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b72,Maritime,Lacs,Lacs 4,Anfoin,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.6055999171462723,6.329472562784188,MARITIME,LACS4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b73,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5208549999999996,6.344923333333332,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b74,Maritime,Lacs,Lacs 3,Agbodrafo,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4998916666666668,6.212586666666666,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b75,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5206950000000001,6.345235000000001,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b76,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2446833333333334,9.614548333333333,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b77,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.430626213885258,6.216151023239409,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b78,Kara,Kozah,Kozah 1,Lassa,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.218307044283876,9.65528036171045,KARA,KOZAH1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b79,Maritime,Lacs,Lacs 3,Agbodrafo,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4932417594329164,6.2105555043073775,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b7a,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4288360524426782,6.216233956223155,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b7b,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5247,6.340646666666667,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b7c,Maritime,Lacs,Lacs 3,Agbodrafo,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4932805231509818,6.210570175055897,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b7d,Maritime,Lacs,Lacs 3,Gbodjomé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4284064264142093,6.216211245822538,MARITIME,LACS3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b7e,Maritime,Lacs,Lacs 1,Glidji,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.6115883333333334,6.249859999999999,MARITIME,LACS1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b7f,Kara,Kéran,Kéran 1,Kantè,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.0540916666666669,9.956673333333333,KARA,KERAN1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b80,Kara,Kozah,Kozah 1,Landa,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2694966666666665,9.66804,KARA,KOZAH1,Mobile Money
